id,conference,title,visual mark,visual channel,symbol layout,text position,multi-channel,url
1322_3,InfoVis,Parallel sets: visual analysis of categorical data,non-semantic,color-discrete,non-uniform,embedded,none,http://dx.doi.org/10.1109/INFVIS.2005.1532139
1322_4,InfoVis,Parallel sets: visual analysis of categorical data,non-semantic,color-discrete,non-uniform,embedded,none,http://dx.doi.org/10.1109/INFVIS.2005.1532139
1322_6,InfoVis,Parallel sets: visual analysis of categorical data,non-semantic,color-discrete,non-uniform,embedded,none,http://dx.doi.org/10.1109/INFVIS.2005.1532139
1322_7,InfoVis,Parallel sets: visual analysis of categorical data,non-semantic,color-discrete,non-uniform,embedded,none,http://dx.doi.org/10.1109/INFVIS.2005.1532139
1323_1,InfoVis,Multivariate glyphs for multi-object clusters,non-semantic,color-discrete,connected,as tick,none,http://dx.doi.org/10.1109/INFVIS.2005.1532140
1323_3,InfoVis,Multivariate glyphs for multi-object clusters,non-semantic,color-discrete,connected,as tick,none,http://dx.doi.org/10.1109/INFVIS.2005.1532140
1323_4,InfoVis,Multivariate glyphs for multi-object clusters,non-semantic,color-discrete,connected,as tick,none,http://dx.doi.org/10.1109/INFVIS.2005.1532140
1323_5,InfoVis,Multivariate glyphs for multi-object clusters,non-semantic,color-discrete,connected,as tick,none,http://dx.doi.org/10.1109/INFVIS.2005.1532140
1323_6,InfoVis,Multivariate glyphs for multi-object clusters,non-semantic,color-discrete,connected,as tick,none,http://dx.doi.org/10.1109/INFVIS.2005.1532140
1323_7,InfoVis,Multivariate glyphs for multi-object clusters,non-semantic,color-discrete,connected,as tick,none,http://dx.doi.org/10.1109/INFVIS.2005.1532140
1323_10,InfoVis,Multivariate glyphs for multi-object clusters,non-semantic,color-discrete,connected,as tick,none,http://dx.doi.org/10.1109/INFVIS.2005.1532140
1327_0,InfoVis,Two-tone pseudo coloring: compact visualization for one-dimensional data,semantic,color-discrete,connected,as tick,none,http://dx.doi.org/10.1109/INFVIS.2005.1532144
1327_1,InfoVis,Two-tone pseudo coloring: compact visualization for one-dimensional data,semantic,color-discrete,connected,as tick,separate,http://dx.doi.org/10.1109/INFVIS.2005.1532144
1327_1,InfoVis,Two-tone pseudo coloring: compact visualization for one-dimensional data,non-semantic,color-discrete,connected,as tick,separate,http://dx.doi.org/10.1109/INFVIS.2005.1532144
1327_2,InfoVis,Two-tone pseudo coloring: compact visualization for one-dimensional data,semantic,color-discrete,connected,as tick,none,http://dx.doi.org/10.1109/INFVIS.2005.1532144
1327_3,InfoVis,Two-tone pseudo coloring: compact visualization for one-dimensional data,semantic,color-discrete,connected,as tick,separate,http://dx.doi.org/10.1109/INFVIS.2005.1532144
1327_3,InfoVis,Two-tone pseudo coloring: compact visualization for one-dimensional data,semantic,color-discrete,connected,as tick,separate,http://dx.doi.org/10.1109/INFVIS.2005.1532144
1327_4,InfoVis,Two-tone pseudo coloring: compact visualization for one-dimensional data,semantic,color-discrete,connected,as tick,none,http://dx.doi.org/10.1109/INFVIS.2005.1532144
1327_5,InfoVis,Two-tone pseudo coloring: compact visualization for one-dimensional data,semantic,color-discrete,connected,as tick,none,http://dx.doi.org/10.1109/INFVIS.2005.1532144
1327_6,InfoVis,Two-tone pseudo coloring: compact visualization for one-dimensional data,semantic,color-discrete,connected,as tick,none,http://dx.doi.org/10.1109/INFVIS.2005.1532144
1327_7,InfoVis,Two-tone pseudo coloring: compact visualization for one-dimensional data,semantic,color-discrete,connected,as tick,none,http://dx.doi.org/10.1109/INFVIS.2005.1532144
1327_8,InfoVis,Two-tone pseudo coloring: compact visualization for one-dimensional data,semantic,color-discrete,connected,as tick,none,http://dx.doi.org/10.1109/INFVIS.2005.1532149
1327_9,InfoVis,Two-tone pseudo coloring: compact visualization for one-dimensional data,semantic,color-discrete,connected,as tick,none,http://dx.doi.org/10.1109/INFVIS.2005.1532149
1327_10,InfoVis,Two-tone pseudo coloring: compact visualization for one-dimensional data,non-semantic,color-discrete,connected,as tick,none,http://dx.doi.org/10.1109/INFVIS.2005.1532144
1327_11,InfoVis,Two-tone pseudo coloring: compact visualization for one-dimensional data,non-semantic,color-discrete,connected,as tick,none,http://dx.doi.org/10.1109/INFVIS.2005.1532144
1329_9,InfoVis,An optimization-based approach to dynamic visual context management,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/INFVIS.2005.1532146
1330_0,InfoVis,Adapting the cognitive walkthrough method to assess the usability of a knowledge domain visualization,non-semantic,color-ordinal,connected,embedded,none,http://dx.doi.org/10.1109/INFVIS.2005.1532147
1331_5,InfoVis,Importance-driven visualization layouts for large time series data,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/INFVIS.2005.1532148
1331_11,InfoVis,Importance-driven visualization layouts for large time series data,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/INFVIS.2005.1532148
1331_12,InfoVis,Importance-driven visualization layouts for large time series data,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/INFVIS.2005.1532148
1332_0,InfoVis,Temporal visualization of planning polygons for efficient partitioning of geo-spatial data,semantic,color-discrete,connected,as tick,none,http://dx.doi.org/10.1109/INFVIS.2005.1532149
1332_1,InfoVis,Temporal visualization of planning polygons for efficient partitioning of geo-spatial data,non-semantic,color-continuous,continuous,as tick,parrallel,http://dx.doi.org/10.1109/INFVIS.2005.1532149
1332_1,InfoVis,Temporal visualization of planning polygons for efficient partitioning of geo-spatial data,non-semantic,color-continuous,continuous,as tick,parrallel,http://dx.doi.org/10.1109/INFVIS.2005.1532149
1332_6,InfoVis,Temporal visualization of planning polygons for efficient partitioning of geo-spatial data,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/INFVIS.2005.1532149
1332_7,InfoVis,Temporal visualization of planning polygons for efficient partitioning of geo-spatial data,non-semantic,color-discrete,connected,accompanying,none,http://dx.doi.org/10.1109/TVCG.2006.122
1332_8,InfoVis,Temporal visualization of planning polygons for efficient partitioning of geo-spatial data,non-semantic,color-ordinal,connected,accompanying,combine,http://dx.doi.org/10.1109/INFVIS.2005.1532149
1332_8,InfoVis,Temporal visualization of planning polygons for efficient partitioning of geo-spatial data,non-semantic,color-ordinal,continuous,as tick,combine,http://dx.doi.org/10.1109/INFVIS.2005.1532149
1332_9,InfoVis,Temporal visualization of planning polygons for efficient partitioning of geo-spatial data,non-semantic,color-discrete,connected,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2006.161
1332_9,InfoVis,Temporal visualization of planning polygons for efficient partitioning of geo-spatial data,non-semantic,color-continuous,continuous,as tick,combine,http://dx.doi.org/10.1109/TVCG.2006.161
1332_11,InfoVis,Temporal visualization of planning polygons for efficient partitioning of geo-spatial data,non-semantic,color-discrete,connected,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2006.161
1332_11,InfoVis,Temporal visualization of planning polygons for efficient partitioning of geo-spatial data,non-semantic,color-continuous,continuous,as tick,combine,http://dx.doi.org/10.1109/TVCG.2006.161
1333_3,InfoVis,Flow map layout,non-semantic,color-discrete,connected,accompanying,combine,http://dx.doi.org/10.1109/INFVIS.2005.1532150
1333_3,InfoVis,Flow map layout,non-semantic,color-ordinal,continuous,as tick,combine,http://dx.doi.org/10.1109/INFVIS.2005.1532150
1333_4,InfoVis,Flow map layout,semantic,shape,uniform,accompanying,combine,http://dx.doi.org/10.1109/INFVIS.2005.1532150
1333_4,InfoVis,Flow map layout,semantic,shape,uniform,accompanying,combine,http://dx.doi.org/10.1109/INFVIS.2005.1532150
1333_4,InfoVis,Flow map layout,semantic,shape,uniform,accompanying,combine,http://dx.doi.org/10.1109/INFVIS.2005.1532150
1333_5,InfoVis,Flow map layout,semantic,size,non-uniform,accompanying,none,http://dx.doi.org/10.1109/INFVIS.2005.1532150
1333_6,InfoVis,Flow map layout,semantic,size,non-uniform,accompanying,none,http://dx.doi.org/10.1109/INFVIS.2005.1532150
1333_7,InfoVis,Flow map layout,semantic,size,non-uniform,accompanying,none,http://dx.doi.org/10.1109/INFVIS.2005.1532150
1333_9,InfoVis,Flow map layout,semantic,size,non-uniform,accompanying,none,http://dx.doi.org/10.1109/INFVIS.2005.1532150
1333_10,InfoVis,Flow map layout,semantic,size,non-uniform,accompanying,none,http://dx.doi.org/10.1109/INFVIS.2005.1532150
1334_0,InfoVis,Visualization of graphs with associated timeseries data,non-semantic,color-ordinal,connected,none,none,http://dx.doi.org/10.1109/INFVIS.2005.1532151
1334_2,InfoVis,Visualization of graphs with associated timeseries data,non-semantic,color-ordinal,connected,none,none,http://dx.doi.org/10.1109/INFVIS.2005.1532151
1334_6,InfoVis,Visualization of graphs with associated timeseries data,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/INFVIS.2005.1532151
1334_9,InfoVis,Visualization of graphs with associated timeseries data,non-semantic,color-ordinal,continuous,as tick,none,http://dx.doi.org/10.1109/INFVIS.2005.1532151
1366_4,Vis,Streaming meshes,non-semantic,color-continuous,continuous,none,none,http://dx.doi.org/10.1109/VISUAL.2005.1532800
1425_3,InfoVis,ASK-graphView: a large scale graph visualization system,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2006.120
1426_0,InfoVis,Balancing Systematic and Flexible Exploration of Social Networks,non-semantic,color-discrete,connected,accompanying,none,http://dx.doi.org/10.1109/TVCG.2006.179
1429_5,InfoVis,Enabling Automatic Clutter Reduction in Parallel Coordinate Plots,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2006.138
1429_6,InfoVis,Enabling Automatic Clutter Reduction in Parallel Coordinate Plots,semantic,color-discrete,uniform,accompanying,flatten,http://dx.doi.org/10.1109/TVCG.2006.138
1429_6,InfoVis,Enabling Automatic Clutter Reduction in Parallel Coordinate Plots,semantic,shape,uniform,accompanying,flatten,http://dx.doi.org/10.1109/TVCG.2006.138
1429_7,InfoVis,Enabling Automatic Clutter Reduction in Parallel Coordinate Plots,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2006.138
1429_9,InfoVis,Enabling Automatic Clutter Reduction in Parallel Coordinate Plots,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2006.138
1429_10,InfoVis,Enabling Automatic Clutter Reduction in Parallel Coordinate Plots,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2006.138
1429_11,InfoVis,Enabling Automatic Clutter Reduction in Parallel Coordinate Plots,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2006.138
1430_8,InfoVis,FacetMap: A Scalable Search and Browse Visualization,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2006.142
1434_0,InfoVis,Measuring Data Abstraction Quality in Multiresolution Visualizations,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2006.161
1434_3,InfoVis,Measuring Data Abstraction Quality in Multiresolution Visualizations,non-semantic,color-discrete,connected,none,none,http://dx.doi.org/10.1109/TVCG.2006.179
1434_7,InfoVis,Measuring Data Abstraction Quality in Multiresolution Visualizations,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2006.161
1435_4,InfoVis,Multi-Scale Banking to 45 Degrees,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2006.163
1439_1,InfoVis,Spatial Analysis of News Sources,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2006.179
1439_2,InfoVis,Spatial Analysis of News Sources,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2006.179
1439_3,InfoVis,Spatial Analysis of News Sources,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2006.179
1439_4,InfoVis,Spatial Analysis of News Sources,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2006.184
1439_6,InfoVis,Spatial Analysis of News Sources,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2006.179
1439_9,InfoVis,Spatial Analysis of News Sources,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2006.184
1439_10,InfoVis,Spatial Analysis of News Sources,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2006.179
1440_1,InfoVis,The Perceptual Scalability of Visualization,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2006.184
1440_2,InfoVis,The Perceptual Scalability of Visualization,semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2006.198
1440_4,InfoVis,The Perceptual Scalability of Visualization,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2006.184
1440_5,InfoVis,The Perceptual Scalability of Visualization,semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2006.198
1440_11,InfoVis,The Perceptual Scalability of Visualization,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2006.184
1440_12,InfoVis,The Perceptual Scalability of Visualization,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2006.184
1440_13,InfoVis,The Perceptual Scalability of Visualization,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2006.184
1440_14,InfoVis,The Perceptual Scalability of Visualization,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2006.184
1440_15,InfoVis,The Perceptual Scalability of Visualization,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2006.184
1440_16,InfoVis,The Perceptual Scalability of Visualization,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2006.184
1440_20,InfoVis,The Perceptual Scalability of Visualization,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2006.184
1440_21,InfoVis,The Perceptual Scalability of Visualization,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2006.184
